Specimen ID,NCBI Accession Number,WGS ID,AST Approved,WGS Approved,Genus,Species,Serotype,Data Year,Region Name,Resistance Pattern,Resistance Determinants,Predictive Resistance Pattern,AMP Rslt,AMP Concl,AUG Rslt,AUG Concl,AXO Rslt,AXO Concl,CHL Rslt,CHL Concl,FIS Rslt,FIS Concl,FOX Rslt,FOX Concl,TET Rslt,TET Concl
2018AM-0183,SAMN08622767,PNUSAS035345,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0184,SAMN08774362,PNUSAS035353,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0185,SAMN08772963,PNUSAS035890,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2018AM-0186,SAMN08774378,PNUSAS036815,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0187,SAMN08772983,PNUSAS036346,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0188,SAMN08773001,PNUSAS036349,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0189,SAMN08774401,PNUSAS036709,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0190,SAMN08774442,PNUSAS036776,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-0191,SAMN08774450,PNUSAS036824,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0192,SAMN08774482,PNUSAS036959,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0193,SAMN08865421,PNUSAS037933,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0194,SAMN11784309,PNUSAS037641,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,ASSuAuCxFoxGen,aac(3)-VIa ant(3'')-Ia blaCMY-2 sul1 ,ASSuAuCxTioFoxGen,32,R,32,R,16,R,8,S,256,R,32,R,4,S
2018AM-0195,SAMN08945427,PNUSAS038943,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0205,SAMN08823520,PNUSAS037466,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0217,SAMN08865550,PNUSAS037102,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2018AM-0254,SAMN08395825,PNUSAS032305,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-0356,SAMN08804987,PNUSAS036967,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
2018AM-0401,SAMN09231743,PNUSAS040148,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-0402,SAMN09513283,PNUSAS040157,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2017AM-3649,SAMN09081672,PNUSAS035707,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-0593,SAMN09374652,PNUSAS041682,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-0620,SAMN09787833,PNUSAS049365,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,ACSSuTAuCxFoxCot,aadA2 aph(3'')-Ib aph(6)-Id blaCMY-2 dfrA12 floR qnrB19 sul2 tet(A) ,ACSSuTAuCxTioFoxCip(I/R)CotTmp,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-0634,SAMN09604501,PNUSAS044221,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0632,SAMN09513294,PNUSAS043874,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-0637,SAMN09537522,PNUSAS044963,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,1,S,32,R
2018AM-0671,SAMN09519717,PNUSAS040248,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-0672,SAMN09755423,PNUSAS048573,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,ASSuT,aph(3'')-Ib aph(6)-Id blaTEM-1B sul2 tet(B) ,ASSuT,32,R,4,S,0.25,S,8,S,256,R,2,S,32,R
2018AM-0779,SAMN09466810,PNUSAS043340,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,ASuT,blaTEM-1B sul2 tet(B) ,ASuT,32,R,8,S,0.25,S,8,S,256,R,2,S,32,R
2018AM-0780,SAMN09650625,PNUSAS045994,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2018AM-0711,SAMN08981899,PNUSAS039126,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0712,SAMN09237852,PNUSAS040640,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0713,SAMN09213390,PNUSAS040762,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,2,S,32,R
2018AM-0714,SAMN09474810,PNUSAS043557,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,Su,sul2 ,Su,1,S,1,S,0.25,S,8,S,256,R,2,S,4,S
2018AM-0715,SAMN09501420,PNUSAS044437,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,ASSuTGen,aac(3)-IV aph(3'')-Ib aph(3')-Ia aph(4)-Ia aph(6)-Id blaCARB-2 sul1 tet(B) ,ASSuTGenKanToHyg,32,R,16,I,0.25,S,4,S,256,R,1,S,32,R
2018AM-0716,SAMN09739514,PNUSAS045563,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-0717,SAMN09703939,PNUSAS045752,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,2,S,0.25,S,8,S,16,S,8,S,4,S
2018AM-0797,SAMN09294198,PNUSAS041710,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,ASSuT,aph(3'')-Ib aph(6)-Id blaTEM-1B sul2 tet(B) ,ASSuT,32,R,4,S,0.25,S,8,S,256,R,1,S,32,R
2018AM-0798,SAMN09479051,PNUSAS043394,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-0747,SAMN09430472,PNUSAS043514,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0748,SAMN09430467,PNUSAS043519,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-0749,SAMN09545737,PNUSAS044692,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,4,S,4,S
2018AM-0765,SAMN09405393,PNUSAS042888,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0766,SAMN09604611,PNUSAS043501,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,ASAuCxFox,blaCMY-2 ,AAuCxTioFox,32,R,32,R,32,R,8,S,32,S,32,R,4,S
2018AM-0767,SAMN09772171,PNUSAS045165,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,ASSuTCxCot,aadA2 ant(2'')-Ia blaCTX-M-9 dfrA16 qnrA1 sul1 tet(A) ,ASSuTCxTioCip(I/R)GenCotTmp,32,R,4,S,32,R,4,S,256,R,2,S,32,R
2018AM-0768,SAMN09755213,PNUSAS045687,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2018AM-0963,SAMN09237806,PNUSAS039848,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-0912,SAMN09604600,PNUSAS044594,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0913,SAMN09604595,PNUSAS045093,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,A,blaTEM-1B ,A,32,R,8,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0964,SAMN09399678,PNUSAS043001,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-0980,SAMN09689607,PNUSAS046193,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
2017AM-3662,SAMN08773726,PNUSAS033206,yes,yes,Salmonella,enterica,Typhimurium,2017,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2018AM-0990,SAMN08956026,PNUSAS035909,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,Nal,gyrA(87) ,Cip(I/R)Nal,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-0985,SAMN09206766,PNUSAS037214,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2018AM-0987,SAMN09045383,PNUSAS038621,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-1071,SAMN10260413,PNUSAS055882,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-1040,SAMN10251214,PNUSAS055878,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,qnrB19 ,Cip(I/R),1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2161,SAMN09764198,PNUSAS048158,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1098,SAMN08939366,PNUSAS038211,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2018AM-1099,SAMN09435874,PNUSAS041032,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-1100,SAMN09539572,PNUSAS043019,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2018AM-1185,SAMN10722028,PNUSAS064861,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1216,SAMN09941025,PNUSAS051603,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-1388,SAMN09848255,PNUSAS046145,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-1471,SAMN10102444,PNUSAS054758,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-1422,SAMN09283934,PNUSAS041569,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2018AM-1474,SAMN10037106,PNUSAS053231,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,Nal,qnrB19 ,Cip(I/R),1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1485,SAMN10037268,PNUSAS053562,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1486,SAMN10241022,PNUSAS057452,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1690,SAMN09843266,PNUSAS050359,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,8,S,4,S
2018AM-1691,SAMN09881851,PNUSAS051225,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1692,SAMN10088672,PNUSAS053679,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2018AM-1693,SAMN10241142,PNUSAS056979,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,1,S,4,S
2018AM-2922,SAMN09763917,PNUSAS048644,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,2,S,4,S
2018AM-2924,SAMN10079118,PNUSAS053286,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 7,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1554,SAMN09754811,PNUSAS047930,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,64,S,2,S,4,S
2018AM-1631,SAMN10088598,PNUSAS048771,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 6,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-2174,SAMN09881639,PNUSAS047982,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2018AM-2175,SAMN10088498,PNUSAS054099,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1662,SAMN09788043,PNUSAS047037,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
2018AM-1663,SAMN10424548,PNUSAS060866,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1664,SAMN10134375,PNUSAS054619,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-1665,SAMN10320078,PNUSAS057436,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-1782,SAMN08981725,PNUSAS039349,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,ACSSuTAuCxFoxCot,aadA2 aph(3'')-Ib aph(6)-Id blaCMY-2 dfrA12 floR sul2 tet(A) ,ACSSuTAuCxTioFoxCotTmp,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-1783,SAMN09223373,PNUSAS039643,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-2129,SAMN09933968,PNUSAS048826,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-2130,SAMN10397392,PNUSAS055086,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,SSu,aadA2 sul1 ,SSu,1,S,1,S,0.25,S,8,S,256,R,2,S,4,S
2018AM-2309,SAMN09761673,PNUSAS047238,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,32,S,4,S,4,S
2018AM-2699,SAMN10037328,PNUSAS052174,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-2700,SAMN10142318,PNUSAS052184,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,1,S,4,S
2018AM-2703,SAMN10230860,PNUSAS055890,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2308,SAMN09787961,PNUSAS048392,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,4,S,2,S,0.25,S,8,S,16,S,8,S,4,S
2018AM-2241,SAMN11388259,PNUSAS049524,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2242,SAMN10134467,PNUSAS054774,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,1,S,4,S
2018AM-2243,SAMN10538094,PNUSAS057724,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,ACSSuTCx,aadA2 ant(2'')-Ia blaCTX-M-9 blaTEM-1B catA1 qnrA1 sul1 tet(A) ,ACSSuTCxTioCip(I/R)Gen,32,R,8,S,32,R,32,R,256,R,1,S,32,R
2018AM-2360,SAMN09466817,PNUSAS043797,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2018AM-3786,SAMN10037176,PNUSAS053071,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3787,SAMN10396266,PNUSAS059117,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 3,CT,aph(6)-Id floR qnrS1 tet(A) ,CSTCip(I/R),1,S,1,S,0.25,S,32,R,16,S,1,S,32,R
2018AM-2314,SAMN09941213,PNUSAS052332,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,ACSSuTAuCxFox,aph(3'')-Ib aph(6)-Id blaCMY-2 floR sul2 tet(A) ,ACSSuTAuCxTioFox,32,R,32,R,16,R,32,R,256,R,32,R,32,R
2018AM-2411,SAMN10133914,PNUSAS055524,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 4,No resistance detected,No determinants detected,No determinants detected,2,S,4,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2561,SAMN09909047,PNUSAS047700,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,ACSSuT,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,16,I,0.25,S,32,R,256,R,4,S,32,R
2018AM-2562,SAMN10096149,PNUSAS049223,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-2563,SAMN10096193,PNUSAS049631,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,16,S,1,S,4,S
2018AM-2564,SAMN10102215,PNUSAS049643,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,ASSuCot,aph(3'')-Ib aph(6)-Id blaTEM-1B dfrA5 sul2 ,ASSuCotTmp,32,R,8,S,0.25,S,8,S,256,R,2,S,4,S
2018AM-2566,SAMN10177775,PNUSAS052268,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-2567,SAMN10257683,PNUSAS054148,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-2569,SAMN10502866,PNUSAS058574,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 2,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,2,S,32,S,4,S,4,S
2018AM-2981,SAMN09785208,PNUSAS048243,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,2,S,4,S
2018AM-2982,SAMN09934065,PNUSAS051578,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 10,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2983,SAMN10241133,PNUSAS056026,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 10,No resistance detected,No determinants detected,No determinants detected,2,S,1,S,0.25,S,8,S,16,S,4,S,4,S
2018AM-2717,SAMN10096113,PNUSAS053198,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,ACSSuTAu,aadA2 blaCARB-2 floR sul1 tet(G) ,ACSSuT,32,R,32,R,0.25,S,32,R,256,R,2,S,32,R
2018AM-3543,SAMN09744810,PNUSAS047613,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
2018AM-2783,SAMN09839128,PNUSAS050326,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2784,SAMN09933903,PNUSAS051810,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,4,S,4,S
2018AM-2786,SAMN10096008,PNUSAS054528,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2788,SAMN10375042,PNUSAS060120,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,16,S,2,S,4,S
2018AM-2790,SAMN10501638,PNUSAS062241,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2791,SAMN10584920,PNUSAS063450,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,S,No determinants detected,No determinants detected,2,S,2,S,0.25,S,8,S,32,S,8,S,4,S
2018AM-2787,SAMN10375045,PNUSAS057687,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 5,ACSSuTNal,aph(3'')-Ib aph(6)-Id blaTEM-1A floR gyrA(87) sul2 tet(B) ,ACSSuTCip(I/R)Nal,32,R,8,S,0.25,S,32,R,256,R,2,S,32,R
2018AM-2897,SAMN10644376,PNUSAS064244,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 8,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-3037,SAMN09905761,PNUSAS051023,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 1,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,8,S,32,S,2,S,4,S
2018AM-2962,SAMN10246313,PNUSAS056837,yes,yes,Salmonella,enterica,Typhimurium,2018,Region 9,No resistance detected,No determinants detected,No determinants detected,1,S,1,S,0.25,S,4,S,32,S,1,S,4,S
